,m_construction_number,m_wetbrk_test_number,m_wetbrk_test_type,m_wetbrk_test_name,m_wetbrk_test_step_number,m_wetbrk_test_session_number,m_wet_brake_test_start_date,m_wet_brake_test_end_date,m_wet_brake_test_location,m_wet_brake_control_reference_flag,c_wet_brake_vehicle_manufacturer,c_wet_brake_driver_name,c_wet_brake_ambient_temp_0c,c_wet_brake_surface_temp_0c,c_wet_brake_humidity_level_pc,c_wet_brake_surface_type,c_wet_brake_surface_condition,c_wet_brake_surface_status,c_wet_brake_weather_condition,c_wet_brake_tire_inflation_cold_kpa,c_wet_brake_tire_inflation_hot_kpa,c_wet_brake_vehicle_load_kg,c_wet_brake_rim_description,c_wet_brake_wind_speed_range,c_wet_brake_vehicle_speed_max_kmh,c_wet_brake_vehicle_speed_min_kmh,c_wet_brake_test_procedure,c_wet_brake_tire_class_ec_code,r_wetbrk_avg_braking_distance_m,r_wet_brake_braking_evolution_pc,r_wet_brake_standard_deviation_braking_distance_m,r_wet_brake_avg_deceleration_g,r_wet_brake_variation_coefficient_braking_pc,c_wet_brake_wind_speed_min,c_wet_brake_wind_speed_max
1206,HG389000,2020R00410-02,BRK,ACCBRK,6,1,2/14/2020,2/14/2020,GPG*M SKID PAD,,DACIA DUSTER,Perrault A,16.6,0.0,0.403,LO MU ASPH,,WET,Sunny,,,empty,VEHI,min: 13.1 max: 22.8,80,1,ABS,,33.93375,,0.507456895,-0.741860332,0.014954342,13.1,22.8
1207,HG389000,2020R00410-02,BRK,ACCBRK,6,1,2/14/2020,2/14/2020,GPG*M SKID PAD,,DACIA DUSTER,Perrault A,16.6,0.0,0.403,LO MU ASPH,,WET,Sunny,,228.0,driver,6.5J17ET50,min: 13.1 max: 22.8,80,1,ABS,,33.93375,,0.507456895,-0.741860332,0.014954342,13.1,22.8
1208,HG389000,2020R00410-02,BRK,ACCBRK,6,1,2/14/2020,2/14/2020,GPG*M SKID PAD,,DACIA DUSTER,Perrault A,16.6,0.0,0.403,LO MU ASPH,,WET,Sunny,,,driver,6.5J17ET50,min: 13.1 max: 22.8,80,1,ABS,,33.93375,,0.507456895,-0.741860332,0.014954342,13.1,22.8
1209,HG389001,2020R01755-01,BRK,ACCBRK,2,1,5/29/2020,5/29/2020,GPG*M SKID PAD,,DACIA DUSTER,Mustapha Ait - Majine,18.9,18.2,0.742,LO MU ASPH,,WET,SUNNY,220.0,,VEHI,6.5J16ET50,min: 1.9 max: 8.7,80,1,ABS,,36.664,,0.251455762,-0.686616382,0.006858383,1.9,8.7
1210,HG389001,2020R01755-01,BRK,ACCBRK,4,1,5/29/2020,5/29/2020,GPG*M SKID PAD,,DACIA DUSTER,Mustapha Ait - Majine,22.1,19.7,0.601,LO MU ASPH,,WET,SUNNY,250.0,,VEHI,6.5J16ET50,min: 1.9 max: 8.7,80,1,ABS,,36.984,,0.273642102,-0.680675509,0.007398932,1.9,8.7
1211,HG392100,2019R07276-00,BRK,ACCBRK,5,1,5/20/2020,5/20/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Perrault A,24.5,22.0,0.374,LO MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",min: 10.6 max: 19.0,80,1,ABS,,37.195,,0.786458306,-0.676814169,0.021144194,10.6,19.0
1212,HG392100,2019R07276-00,BRK,ACCBRK,5,2,5/22/2020,5/22/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Perrault A,25.5,26.0,0.0,HI MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",8 km/h,80,1,ABS,,23.154,,0.179527157,-1.087246395,0.007753613,8,8
1213,HG392200,2019R07276-00,BRK,ACCBRK,2,1,5/20/2020,5/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,21.0,20.0,0.434,LO MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",min: 10.6 max: 19.0,80,1,ABS,,36.41,,0.526276227,-0.69140629,0.014454167,10.6,19.0
1214,HG392200,2019R07276-00,BRK,ACCBRK,2,2,5/22/2020,5/22/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,21.0,22.0,0.0,HI MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",8 km/h,80,1,ABS,,23.658,,0.118617031,-1.064084159,0.005013823,8,8
1215,HG392300,2019R07276-00,BRK,ACCBRK,3,1,5/20/2020,5/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,22.3,20.0,0.417,LO MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",min: 10.6 max: 19.0,80,1,ABS,,37.47285714,,0.481896057,-0.671795666,0.01285987,10.6,19.0
1216,HG392300,2019R07276-00,BRK,ACCBRK,3,2,5/22/2020,5/22/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,23.0,23.0,0.0,HI MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",8 km/h,80,1,ABS,,23.53428571,,0.251982615,-1.069677803,0.010707043,8,8
1217,HG392400,2019R07276-00,BRK,ACCBRK,6,1,5/20/2020,5/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,25.1,23.0,0.36,LO MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",min: 10.6 max: 19.0,80,1,ABS,,38.098,,1.006322237,-0.660772299,0.026414044,10.6,19.0
1218,HG392400,2019R07276-00,BRK,ACCBRK,6,2,5/22/2020,5/22/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,26.0,26.5,0.0,HI MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",8 km/h,80,1,ABS,,23.37454545,,0.390496188,-1.076987918,0.016706044,8,8
1219,HG392500,2019R07276-00,BRK,ACCBRK,8,1,5/20/2020,5/20/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,26.5,25.0,0.325,LO MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",min: 10.6 max: 19.0,80,1,ABS,,37.046,,0.331104213,-0.679536334,0.008937651,10.6,19.0
1220,HG392500,2019R07276-00,BRK,ACCBRK,8,2,5/22/2020,5/22/2020,GPG*M SKID PAD,,VW GOLF VII 1.4 TSI,Perrault A,27.0,28.0,0.0,HI MU ASPH,,WET,sunny,230.0,,empty,"6,5J16ET46",8 km/h,80,1,ABS,,23.42875,,0.303994243,-1.074496208,0.012975265,8,8
1221,HG395700,2019R07441-01,BRK,ACCBRK,2,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.1,0.435,LO MU ASPH,WET,WET,SUNNY,200.0,,EMPTY,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,39.2275,,0.375794397,-0.641746301,0.009579871,15.1,40.4
1222,HG395700,2019R07441-01,BRK,ACCBRK,2,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.1,0.435,LO MU ASPH,WET,WET,SUNNY,210.0,,DRIVER,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,39.2275,,0.375794397,-0.641746301,0.009579871,15.1,40.4
1223,HG395800,2019R07441-01,BRK,ACCBRK,4,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.8,0.355,LO MU ASPH,WET,WET,SUNNY,210.0,,DRIVER,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,38.4225,,0.340073521,-0.655191698,0.008850895,15.1,40.4
1224,HG395800,2019R07441-01,BRK,ACCBRK,4,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.8,0.355,LO MU ASPH,WET,WET,SUNNY,200.0,,EMPTY,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,38.4225,,0.340073521,-0.655191698,0.008850895,15.1,40.4
1225,HG395900,2019R07441-01,BRK,ACCBRK,5,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.8,0.344,LO MU ASPH,WET,WET,SUNNY,210.0,,DRIVER,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,38.67,,0.509733824,-0.650998268,0.013181635,15.1,40.4
1226,HG395900,2019R07441-01,BRK,ACCBRK,5,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,14.2,13.8,0.344,LO MU ASPH,WET,WET,SUNNY,200.0,,EMPTY,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,38.67,,0.509733824,-0.650998268,0.013181635,15.1,40.4
1227,HG396000,2019R07441-01,BRK,ACCBRK,7,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,13.8,13.2,0.351,LO MU ASPH,WET,WET,SUNNY,210.0,,DRIVER,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,37.32625,,0.60963543,-0.674434293,0.016332619,15.1,40.4
1228,HG396000,2019R07441-01,BRK,ACCBRK,7,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,13.8,13.2,0.351,LO MU ASPH,WET,WET,SUNNY,200.0,,EMPTY,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,37.32625,,0.60963543,-0.674434293,0.016332619,15.1,40.4
1229,HG396100,2019R07441-01,BRK,ACCBRK,8,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,12.4,13.1,0.377,LO MU ASPH,WET,WET,SUNNY,200.0,,EMPTY,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,39.7475,,0.673662696,-0.633350601,0.016948555,15.1,40.4
1230,HG396100,2019R07441-01,BRK,ACCBRK,8,1,2/4/2020,2/4/2020,GPG*M SKID PAD,,AUDI A7 2.0TDI FWD,Courdier fabrice,12.4,13.1,0.377,LO MU ASPH,WET,WET,SUNNY,210.0,,DRIVER,8.5JX19 ET 27,min: 15.1 max: 40.4,80,1,ABS,,39.7475,,0.673662696,-0.633350601,0.016948555,15.1,40.4
1231,HG396601,2020R00637-07,BRK,ACCBRK,2,1,2/19/2020,2/19/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,Balon R,12.9,13.7,0.608,LO MU ASPH,,WET,Sunny,230.0,,Dri+1,7J16 et44,min: 17.0 max: 33.9,80,1,ABS,,39.68625,,0.550452736,-0.634328087,0.013870112,17.0,33.9
1232,HG396601,2020R00637-07,BRK,ACCBRK,2,1,2/19/2020,2/19/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,Balon R,12.9,13.7,0.608,LO MU ASPH,,WET,Sunny,210.0,,Empty,7J16 et44,min: 17.0 max: 33.9,80,1,ABS,,39.68625,,0.550452736,-0.634328087,0.013870112,17.0,33.9
1233,HG396601,2020R00997-01,BRK,ACCBRK,2,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,14.4,15.4,0.713,LO MU ASPH,,WET,Sunny,230.0,,DV+1,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,39.38428571,,0.465397935,-0.63919156,0.011816843,5.7,11.3
1234,HG396601,2020R00997-01,BRK,ACCBRK,2,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,14.4,15.4,0.713,LO MU ASPH,,WET,Sunny,210.0,,V+INST,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,39.38428571,,0.465397935,-0.63919156,0.011816843,5.7,11.3
1235,HG396602,2020R00997-01,BRK,ACCBRK,5,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,15.6,14.6,0.5,LO MU ASPH,,WET,Sunny,230.0,,DV+1,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,39.59285714,,0.470379786,-0.635824359,0.01188042,5.7,11.3
1236,HG396602,2020R00997-01,BRK,ACCBRK,5,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,15.6,14.6,0.5,LO MU ASPH,,WET,Sunny,210.0,,V+INST,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,39.59285714,,0.470379786,-0.635824359,0.01188042,5.7,11.3
1237,HG396602,2020R00997-01,BRK,ACCBRK,8,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,15.6,15.4,0.719,LO MU ASPH,,WET,Sunny,210.0,,V+INST,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,40.12428571,,0.336147643,-0.627403145,0.00837766,5.7,11.3
1238,HG396602,2020R00997-01,BRK,ACCBRK,8,1,2/20/2020,2/20/2020,GPG*M SKID PAD,,PEUGEOT 308 HDI,B. Selles,15.6,15.4,0.719,LO MU ASPH,,WET,Sunny,230.0,,DV+1,7J16ET44,min: 5.7 max: 11.3,80,1,ABS,,40.12428571,,0.336147643,-0.627403145,0.00837766,5.7,11.3
1239,HG397000,2019R07336-00,BRK,ACCBRK,2,1,1/6/2020,1/6/2020,GPG*M SKID PAD,,Nissan Qashqai 85kw,GARCIA L,9.2,11.2,0.643,LO MU ASPH,,WET,CLOUDY,210.0,,EMPTY,VEHI,min: 8.7 max: 17.3,80,1,ABS,,36.232,,0.220952484,-0.69480302,0.006098269,8.7,17.3
1240,HG397000,2019R07336-00,BRK,ACCBRK,2,1,1/6/2020,1/6/2020,GPG*M SKID PAD,,Nissan Qashqai 85kw,GARCIA L,9.2,11.2,0.643,LO MU ASPH,,WET,CLOUDY,230.0,,DV,VEHI,min: 8.7 max: 17.3,80,1,ABS,,36.232,,0.220952484,-0.69480302,0.006098269,8.7,17.3
1241,HG397100,2019R07336-00,BRK,ACCBRK,3,1,1/6/2020,1/6/2020,GPG*M SKID PAD,,Nissan Qashqai 85kw,GARCIA L,9.5,10.9,0.657,LO MU ASPH,,WET,CLOUDY,210.0,,EMPTY,VEHI,min: 8.7 max: 17.3,80,1,ABS,,37.204,,0.296866974,-0.676650442,0.007979437,8.7,17.3
1242,HG397100,2019R07336-00,BRK,ACCBRK,3,1,1/6/2020,1/6/2020,GPG*M SKID PAD,,Nissan Qashqai 85kw,GARCIA L,9.5,10.9,0.657,LO MU ASPH,,WET,CLOUDY,230.0,,DV,VEHI,min: 8.7 max: 17.3,80,1,ABS,,37.204,,0.296866974,-0.676650442,0.007979437,8.7,17.3
1243,HG399700,2020R01408-00,BRK,ACCBRK,2,1,5/20/2020,5/20/2020,GPG*M SKID PAD,,Renault Captur 2,B. Selles,31.2,25.6,0.263,LO MU ASPH,,WET,Sunny,230.0,,540,7J18ET35,min: 5.4     max: 7.2,80,1,ABS,,39.814,,0.238914211,-0.632292737,0.006000759,0,0
1244,HG402001,2020R01350-00,BRK,ACCBRK,2,1,3/17/2020,3/17/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Balon R,14.2,16.8,0.64,LO MU ASPH,,WET,Sunny,230.0,,995,9J20 et51,min: 4.7 max: 11.3,80,1,ABS,,38.01909091,,0.579524884,-0.66214374,0.015242997,4.7,11.3
1245,HG402001,2020R01350-00,BRK,ACCBRK,2,2,3/18/2020,3/18/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Balon R,12.9,11.7,0.753,HI MU ASPH,,WET,Sunny,230.0,,995,9J20 et51,min: 3.3 max: 7.7,80,1,ABS,,27.00857143,,0.318089535,-0.932078289,0.011777355,3.3,7.7
1246,HG402001,2020R01350-00,BRK,ACCBRK,2,3,3/19/2020,3/19/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Joris S.,17.2,13.1,0.429,CONCRETE,,WET,Sunny,230.0,,E,9J20ET51,min: 4.3 max: 9.7,80,1,ABS,,29.34,,0.384100681,-0.858013055,0.013091366,4.3,9.7
1247,HG402401,2020R01350-00,BRK,ACCBRK,2,1,3/17/2020,3/17/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Balon R,14.2,16.8,0.64,LO MU ASPH,,WET,Sunny,230.0,,995,11.5J21 et76,min: 4.7 max: 11.3,80,1,ABS,,38.01909091,,0.579524884,-0.66214374,0.015242997,4.7,11.3
1248,HG402401,2020R01350-00,BRK,ACCBRK,2,2,3/18/2020,3/18/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Balon R,12.9,11.7,0.753,HI MU ASPH,,WET,Sunny,230.0,,995,11.5J21 et76,min: 3.3 max: 7.7,80,1,ABS,,27.00857143,,0.318089535,-0.932078289,0.011777355,3.3,7.7
1249,HG402401,2020R01350-00,BRK,ACCBRK,2,3,3/19/2020,3/19/2020,GIC*L SKID PAD,,PORSCHE 911 C2S (992),Joris S.,17.2,13.1,0.429,CONCRETE,,WET,Sunny,230.0,,E,11.5J21ET76,min: 4.3 max: 9.7,80,1,ABS,,29.34,,0.384100681,-0.858013055,0.013091366,4.3,9.7
1250,HG406710,2020R01105-01,BRK,ACCBRK,1,1,3/12/2020,3/12/2020,GPG*M SKID PAD,C,VW PASSAT,Habran S,11.8,13.9,0.981,HI MU ASPH,,WET,CLOUDY,220.0,,DRIVER,235/45R18 94V,min: 6.3 max: 10.5,80,1,ABS,,23.37857143,,0.268168391,-1.076802452,0.011470692,6.3,10.5
1251,HG406710,2020R01105-01,BRK,ACCBRK,4,1,3/12/2020,3/12/2020,GPG*M SKID PAD,C,VW PASSAT,Habran S,12.5,14.9,0.969,HI MU ASPH,,WET,CLOUDY,220.0,,DRIVER,235/45R18 94V,min: 6.3 max: 10.5,80,1,ABS,,23.366,0.000537729,0.159154013,-1.077381795,0.00681135,6.3,10.5
1252,HG406710,2020R01105-01,BRK,ACCBRK,5,1,3/12/2020,3/12/2020,GPG*M SKID PAD,C,VW PASSAT,Habran S,14.8,18.3,0.961,HI MU ASPH,,WET,CLOUDY,220.0,,DRIVER,235/45R18 94V,min: 6.3 max: 10.5,80,1,ABS,,23.63714286,-0.011604167,0.34208743,-1.065023095,0.014472453,6.3,10.5
1253,HG406710,2020R01105-01,BRK,ACCBRK,8,1,3/12/2020,3/12/2020,GPG*M SKID PAD,C,VW PASSAT,Habran S,15.0,20.5,0.951,HI MU ASPH,,WET,CLOUDY,220.0,,DRIVER,235/45R18 94V,min: 6.3 max: 10.5,80,1,ABS,,23.40142857,0.009972185,0.304435465,-1.075750694,0.013009268,6.3,10.5
1254,HG410700,2019R07393-00,BRK,ACCBRK,2,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.3,0.0,0.835,LO MU ASPH,,WET,Cloudy,240.0,,605,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,37.36714286,,0.404421986,-0.673696224,0.01082293,12.5,23.7
1255,HG410700,2019R07393-00,BRK,ACCBRK,2,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.3,0.0,0.835,LO MU ASPH,,WET,Cloudy,240.0,,977,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,37.36714286,,0.404421986,-0.673696224,0.01082293,12.5,23.7
1256,HG410800,2019R07393-00,BRK,ACCBRK,3,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.6,0.0,0.835,LO MU ASPH,,WET,Cloudy,240.0,,977,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,37.17666667,,0.329767595,-0.677147934,0.008870284,12.5,23.7
1257,HG410800,2019R07393-00,BRK,ACCBRK,3,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.6,0.0,0.835,LO MU ASPH,,WET,Cloudy,240.0,,605,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,37.17666667,,0.329767595,-0.677147934,0.008870284,12.5,23.7
1258,HG410900,2019R07393-00,BRK,ACCBRK,6,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.9,0.0,0.943,LO MU ASPH,,WET,Cloudy,240.0,,977,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,39.88571429,,0.496415724,-0.631155878,0.012445953,12.5,23.7
1259,HG410900,2019R07393-00,BRK,ACCBRK,6,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,10.9,0.0,0.943,LO MU ASPH,,WET,Cloudy,240.0,,605,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,39.88571429,,0.496415724,-0.631155878,0.012445953,12.5,23.7
1260,HG411000,2019R07393-00,BRK,ACCBRK,7,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,11.6,0.0,0.965,LO MU ASPH,,WET,Cloudy,240.0,,977,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,39.96,,0.231840462,-0.629982558,0.005801813,12.5,23.7
1261,HG411000,2019R07393-00,BRK,ACCBRK,7,1,1/23/2020,1/23/2020,GPG*M SKID PAD,,PEUGEOT 3008 1.5 BLUE HDI130,Delvaux K,11.6,0.0,0.965,LO MU ASPH,,WET,Cloudy,240.0,,605,7Jx19 ET38,min: 12.5 max: 23.7,80,1,ABS,,39.96,,0.231840462,-0.629982558,0.005801813,12.5,23.7
1262,HG412900,2019R07373-00,BRK,ACCBRK,5,1,2/5/2020,2/5/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Dumond A,9.8,13.3,0.491,LO MU ASPH,,WET,Sunny,230.0,,VEHI,6.5J16ET50,min: 15.5 max: 22.7,80,1,ABS,,36.14857143,,0.401473477,-0.696406581,0.011106206,15.5,22.7
1263,HG412900,2019R07373-00,BRK,ACCBRK,5,1,2/5/2020,2/5/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Dumond A,9.8,13.3,0.491,LO MU ASPH,,WET,Sunny,230.0,,DRIVER,6.5J16ET50,min: 15.5 max: 22.7,80,1,ABS,,36.14857143,,0.401473477,-0.696406581,0.011106206,15.5,22.7
1264,HG412900,2019R07373-00,BRK,ACCBRK,5,2,2/19/2020,2/19/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.7,8.2,0.686,HI MU ASPH,WET,WET,sunny,230.0,,DRIVER,6.5J16ET50,min: 7.9 max: 31.0,80,1,ABS,,22.48857143,,0.243271355,-1.119417617,0.010817555,7.9,31.0
1265,HG412900,2019R07373-00,BRK,ACCBRK,5,2,2/19/2020,2/19/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.7,8.2,0.686,HI MU ASPH,WET,WET,sunny,230.0,,VEHI,6.5J16ET50,min: 7.9 max: 31.0,80,1,ABS,,22.48857143,,0.243271355,-1.119417617,0.010817555,7.9,31.0
1266,HG412900,2019R07374-00,BRK,ACCBRK,5,1,5/26/2020,5/26/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,GARCIA L,29.9,28.9,0.308,LO MU ASPH,,WET,SUNNY,230.0,,EMPTY,6.5 J 16 ET 46,min: 7.9 max: 16.1,80,1,ABS,,36.338,,0.224988889,-0.692776241,0.006191559,7.9,16.1
1267,HG412900,2019R07374-00,BRK,ACCBRK,5,2,5/28/2020,5/28/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Di Tucci M,25.8,0.0,0.46,HI MU ASPH,,WET,sunny,230.0,,vehi,6.5J16ET46,min: 11.0 max: 22.3,80,1,ABS,,22.022,,0.175128524,-1.143134276,0.007952435,11.0,22.3
1268,HG412900,2019R07423-00,BRK,ACCBRK,6,1,1/28/2020,1/28/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Mustapha Ait - Majine,10.2,7.4,0.948,LO MU ASPH,WET,WET,CLOUDY / SUNNY,230.0,,DV,6.5J16ET46,min: 8.3 max: 17.6,80,1,ABS,,35.104,,0.187962762,-0.717129188,0.005354454,8.3,17.6
1269,HG412900,2019R07423-00,BRK,ACCBRK,6,1,1/28/2020,1/28/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Mustapha Ait - Majine,10.2,7.4,0.948,LO MU ASPH,WET,WET,CLOUDY / SUNNY,230.0,,VEHI,6.5J16ET46,min: 8.3 max: 17.6,80,1,ABS,,35.104,,0.187962762,-0.717129188,0.005354454,8.3,17.6
1270,HG412900,2019R07423-00,BRK,ACCBRK,6,2,1/28/2020,1/28/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Habran S,11.5,9.3,0.739,HI MU ASPH,,WET,CLOUDY,230.0,,DV,6.5J16ET46,min: 4.8 max: 20.6,80,1,ABS,,22.28428571,,0.294157392,-1.129679603,0.013200216,4.8,20.6
1271,HG412900,2019R07423-00,BRK,ACCBRK,6,2,1/28/2020,1/28/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Habran S,11.5,9.3,0.739,HI MU ASPH,,WET,CLOUDY,230.0,,VEHI,6.5J16ET46,min: 4.8 max: 20.6,80,1,ABS,,22.28428571,,0.294157392,-1.129679603,0.013200216,4.8,20.6
1272,HG412900,2019R07424-00,BRK,ACCBRK,5,1,5/19/2020,5/19/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Osmont J,31.0,26.8,0.259,LO MU ASPH,,WET,SUNNY,230.0,,V,6.5 J16ET46,min: 8.1 max: 16.8,80,1,ABS,,34.27571429,,0.468645465,-0.734458889,0.013672814,8.1,16.8
1273,HG412900,2019R07424-00,BRK,ACCBRK,5,2,5/20/2020,5/20/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Osmont J,31.5,26.7,0.261,HI MU ASPH,,WET,SUNNY,230.0,,V,6.5 J16ET46,min: 5.5 max: 16.3,80,1,ABS,,23.226,,0.139391535,-1.083875959,0.00600153,5.5,16.3
1274,HG412900,2019R07428-00,BRK,ACCBRK,6,1,1/16/2020,1/16/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.5,8.7,0.938,LO MU ASPH,WET,WET,SUNNY / CLOUDY,230.0,,DRIVER,6.5jx16 et 46,min: 8.0 max: 14.2,80,1,ABS,,35.04428571,,0.459233316,-0.718351153,0.013104371,8.0,14.2
1275,HG412900,2019R07428-00,BRK,ACCBRK,6,1,1/16/2020,1/16/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,10.5,8.7,0.938,LO MU ASPH,WET,WET,SUNNY / CLOUDY,230.0,,EMPTY,6.5jx16 et 46,min: 8.0 max: 14.2,80,1,ABS,,35.04428571,,0.459233316,-0.718351153,0.013104371,8.0,14.2
1276,HG412900,2019R07428-00,BRK,ACCBRK,6,2,1/17/2020,1/17/2020,GPG*M SKID PAD,C,VW GOLF VII 1.4 TSI,Courdier fabrice,11.4,12.3,0.994,HI MU ASPH,WET,WET,SUNNY / CLOUDY,230.0,,DRIVER,6.5JX16 ET 46,min: 8.7 max: 19.5,80,1,ABS,,21.95,,0.258263431,-1.146883965,0.011765988,8.7,19.5
